FIGURA;TITULO;ORDEM;CAMPO;DESCRICAO
COE001088;COE001088 – Cesta de Opções;101;Rebate 6(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 4 decimais, maior ou igual a zero. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for maior que a barreira no período de verificação. Preencher quando selecionado Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;102;Período de verificação de barreiras 6;Campo de preenchimento opcional. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001088;COE001088 – Cesta de Opções;103;Tipo de cotação para verificação de barreira 6;Campo de preenchimento opcional. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001088;COE001088 – Cesta de Opções;104;Data inicial para verificação 6;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação”. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;105;Data final para verificação 6;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;106;Período de captura do ativo subjacente para liquidação 6;Campo de preenchimento opcional. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”
COE001088;COE001088 – Cesta de Opções;107;Data para fixing 6;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA."
COE001088;COE001088 – Cesta de Opções;108;Data inicial para fixing 6;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”."
COE001088;COE001088 – Cesta de Opções;109;Data final para fixing 6;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil."
COE001088;COE001088 – Cesta de Opções;110;Tipo de fixing para vencimento 6;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas”. Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período. Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001088;COE001088 – Cesta de Opções;111;Opção 7;Campo de preenchimento opcional. Informar o tipo de payoff da opção. Campo com as opções: Call, Put, Callspread, Putspread, Call KI, Call KO, Put KI, Put KO, Call Digital, Put Digital
COE001088;COE001088 – Cesta de Opções;112;Ativo Subjacente 7;Campo de preenchimento opcional, Campo com as opções dos Ativos Subjacentes referentes a Classe do Ativo Subjacente selecionada anteriormente. O Ativo Subjacente é o Índice de Valorização do COE.
COE001088;COE001088 – Cesta de Opções;113;Classe do Ativo Subjacente 7;"Campo com as opções das Classes de Ativos referente ao Ativo Subjacente 7. (ACOES, ACOES INTERNACIONAIS, COMMODITIES; INDICES; INDICES DE PRECOS, INDICES INTERNACIONAIS; JUROS, JUROS INTERNACIONAIS, TAXA DE CAMBIO)."
COE001088;COE001088 – Cesta de Opções;114;Valor Inicial Ativo Subjacente 7;Campo de preenchimento opcional. Valor inicial que serve para o cálculo (os percentuais indicados nos campos incidirão sobre este campo) de limitadores e strikes referentes ao Ativo Subjacente 7.
COE001088;COE001088 – Cesta de Opções;115;Quantidade 7;Campo de preenchimento opcional. Informar a quantidade do Ativo Subjacente 7.
COE001088;COE001088 – Cesta de Opções;116;Participação 7(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre a valorização do Ativo Subjacente 7.
COE001088;COE001088 – Cesta de Opções;117;Limitador 7(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre o valor inicial do ativo subjacente. Formato: Numérico com 4 inteiros e 8 decimais. Preencher quando selecionado Callspread ou Putspread do campo “Opção”.
COE001088;COE001088 – Cesta de Opções;118;Barreira 7(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero. Indica o percentual a ser aplicado sobre o valor inicial do ativo. Preencher quando selecionado Call KI, Call KO, Put KI, Put KO, Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;119;Rebate 7(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 4 decimais, maior ou igual a zero. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for maior que a barreira no período de verificação. Preencher quando selecionado Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;120;Período de verificação de barreiras 7;Campo de preenchimento opcional. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001088;COE001088 – Cesta de Opções;121;Tipo de cotação para verificação de barreira 7;Campo de preenchimento opcional. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001088;COE001088 – Cesta de Opções;122;Data inicial para verificação 7;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação”. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;123;Data final para verificação 7;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;124;Período de captura do ativo subjacente para liquidação 7;Campo de preenchimento opcional. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”
COE001088;COE001088 – Cesta de Opções;125;Data para fixing 7;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA."
COE001088;COE001088 – Cesta de Opções;126;Data inicial para fixing 7;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”."
COE001088;COE001088 – Cesta de Opções;127;Data final para fixing 7;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil."
COE001088;COE001088 – Cesta de Opções;128;Tipo de fixing para vencimento 7;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas”. Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período. Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001088;COE001088 – Cesta de Opções;129;Opção 8;Campo de preenchimento opcional. Informar o tipo de payoff da opção. Campo com as opções: Call, Put, Callspread, Putspread, Call KI, Call KO, Put KI, Put KO, Call Digital, Put Digital
COE001088;COE001088 – Cesta de Opções;130;Ativo Subjacente 8;Campo de preenchimento opcional, Campo com as opções dos Ativos Subjacentes referentes a Classe do Ativo Subjacente selecionada anteriormente. O Ativo Subjacente é o Índice de Valorização do COE.
COE001088;COE001088 – Cesta de Opções;131;Classe do Ativo Subjacente 8;"Campo com as opções das Classes de Ativos referente ao Ativo Subjacente 8. (ACOES, ACOES INTERNACIONAIS, COMMODITIES; INDICES; INDICES DE PRECOS, INDICES INTERNACIONAIS; JUROS, JUROS INTERNACIONAIS, TAXA DE CAMBIO)."
COE001088;COE001088 – Cesta de Opções;132;Valor Inicial Ativo Subjacente 8;Campo de preenchimento opcional. Valor inicial que serve para o cálculo (os percentuais indicados nos campos incidirão sobre este campo) de limitadores e strikes referentes ao Ativo Subjacente 8.
COE001088;COE001088 – Cesta de Opções;133;Quantidade 8;Campo de preenchimento opcional. Informar a quantidade do Ativo Subjacente 8.
COE001088;COE001088 – Cesta de Opções;134;Participação 8(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre a valorização do Ativo Subjacente 8.
COE001088;COE001088 – Cesta de Opções;135;Limitador 8(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre o valor inicial do ativo subjacente. Formato: Numérico com 4 inteiros e 8 decimais. Preencher quando selecionado Callspread ou Putspread do campo “Opção”.
COE001088;COE001088 – Cesta de Opções;136;Barreira 8(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero. Indica o percentual a ser aplicado sobre o valor inicial do ativo. Preencher quando selecionado Call KI, Call KO, Put KI, Put KO, Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;137;Rebate 8(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 4 decimais, maior ou igual a zero. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for maior que a barreira no período de verificação. Preencher quando selecionado Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;138;Período de verificação de barreiras 8;Campo de preenchimento opcional. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001088;COE001088 – Cesta de Opções;139;Tipo de cotação para verificação de barreira 8;Campo de preenchimento opcional. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001088;COE001088 – Cesta de Opções;140;Data inicial para verificação 8;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação”. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;141;Data final para verificação 8;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;142;Período de captura do ativo subjacente para liquidação 8;Campo de preenchimento opcional. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”
COE001088;COE001088 – Cesta de Opções;143;Data para fixing 8;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA."
COE001088;COE001088 – Cesta de Opções;144;Data inicial para fixing 8;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”."
COE001088;COE001088 – Cesta de Opções;145;Data final para fixing 8;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil."
COE001088;COE001088 – Cesta de Opções;146;Tipo de fixing para vencimento 8;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas”. Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período. Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001088;COE001088 – Cesta de Opções;147;Opção 9;Campo de preenchimento opcional. Informar o tipo de payoff da opção. Campo com as opções: Call, Put, Callspread, Putspread, Call KI, Call KO, Put KI, Put KO, Call Digital, Put Digital
COE001088;COE001088 – Cesta de Opções;148;Ativo Subjacente 9;Campo de preenchimento opcional, Campo com as opções dos Ativos Subjacentes referentes a Classe do Ativo Subjacente selecionada anteriormente. O Ativo Subjacente é o Índice de Valorização do COE.
COE001088;COE001088 – Cesta de Opções;149;Classe do Ativo Subjacente 9;"Campo com as opções das Classes de Ativos referente ao Ativo Subjacente 9. (ACOES, ACOES INTERNACIONAIS, COMMODITIES; INDICES; INDICES DE PRECOS, INDICES INTERNACIONAIS; JUROS, JUROS INTERNACIONAIS, TAXA DE CAMBIO)."
COE001088;COE001088 – Cesta de Opções;150;Valor Inicial Ativo Subjacente 9;Campo de preenchimento opcional. Valor inicial que serve para o cálculo (os percentuais indicados nos campos incidirão sobre este campo) de limitadores e strikes referentes ao Ativo Subjacente 9.
COE001088;COE001088 – Cesta de Opções;151;Quantidade 9;Campo de preenchimento opcional. Informar a quantidade do Ativo Subjacente 9.
COE001088;COE001088 – Cesta de Opções;152;Participação 9(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre a valorização do Ativo Subjacente 9.
COE001088;COE001088 – Cesta de Opções;153;Limitador 9(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre o valor inicial do ativo subjacente. Formato: Numérico com 4 inteiros e 8 decimais. Preencher quando selecionado Callspread ou Putspread do campo “Opção”.
COE001088;COE001088 – Cesta de Opções;154;Barreira 9(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero. Indica o percentual a ser aplicado sobre o valor inicial do ativo. Preencher quando selecionado Call KI, Call KO, Put KI, Put KO, Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;155;Rebate 9(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 4 decimais, maior ou igual a zero. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for maior que a barreira no período de verificação. Preencher quando selecionado Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;156;Período de verificação de barreiras 9;Campo de preenchimento opcional. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001088;COE001088 – Cesta de Opções;157;Tipo de cotação para verificação de barreira 9;Campo de preenchimento opcional. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001088;COE001088 – Cesta de Opções;158;Data inicial para verificação 9;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação”. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;159;Data final para verificação 9;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;160;Período de captura do ativo subjacente para liquidação 9;Campo de preenchimento opcional. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”
COE001088;COE001088 – Cesta de Opções;161;Data para fixing 9;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA."
COE001088;COE001088 – Cesta de Opções;162;Data inicial para fixing 9;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”."
COE001088;COE001088 – Cesta de Opções;163;Data final para fixing 9;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil."
COE001088;COE001088 – Cesta de Opções;164;Tipo de fixing para vencimento 9;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas”. Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período. Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001088;COE001088 – Cesta de Opções;165;Opção 10;Campo de preenchimento opcional. Informar o tipo de payoff da opção. Campo com as opções: Call, Put, Callspread, Putspread, Call KI, Call KO, Put KI, Put KO, Call Digital, Put Digital
COE001088;COE001088 – Cesta de Opções;166;Ativo Subjacente 10;Campo de preenchimento opcional, Campo com as opções dos Ativos Subjacentes referentes a Classe do Ativo Subjacente selecionada anteriormente. O Ativo Subjacente é o Índice de Valorização do COE.
COE001088;COE001088 – Cesta de Opções;167;Classe do Ativo Subjacente 10;"Campo com as opções das Classes de Ativos referente ao Ativo Subjacente 10. (ACOES, ACOES INTERNACIONAIS, COMMODITIES; INDICES; INDICES DE PRECOS, INDICES INTERNACIONAIS; JUROS, JUROS INTERNACIONAIS, TAXA DE CAMBIO)."
COE001088;COE001088 – Cesta de Opções;168;Valor Inicial Ativo Subjacente 10;Campo de preenchimento opcional. Valor inicial que serve para o cálculo (os percentuais indicados nos campos incidirão sobre este campo) de limitadores e strikes referentes ao Ativo Subjacente 10.
COE001088;COE001088 – Cesta de Opções;169;Quantidade 10;Campo de preenchimento opcional. Informar a quantidade do Ativo Subjacente 10.
COE001088;COE001088 – Cesta de Opções;170;Participação 10(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre a valorização do Ativo Subjacente 10.
COE001088;COE001088 – Cesta de Opções;171;Limitador 10(%);Campo de preenchimento opcional. Número indicando percentual a ser aplicado sobre o valor inicial do ativo subjacente. Formato: Numérico com 4 inteiros e 8 decimais. Preencher quando selecionado Callspread ou Putspread do campo “Opção”.
COE001088;COE001088 – Cesta de Opções;172;Barreira 10(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero. Indica o percentual a ser aplicado sobre o valor inicial do ativo. Preencher quando selecionado Call KI, Call KO, Put KI, Put KO, Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;173;Rebate 10(%);Campo de preenchimento opcional. Formato: numérico com 4 inteiros e 4 decimais, maior ou igual a zero. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for maior que a barreira no período de verificação. Preencher quando selecionado Call Digital ou Put Digital no campo “Opção”.
COE001088;COE001088 – Cesta de Opções;174;Período de verificação de barreiras 10;Campo de preenchimento opcional. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001088;COE001088 – Cesta de Opções;175;Tipo de cotação para verificação de barreira 10;Campo de preenchimento opcional. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste
COE001088;COE001088 – Cesta de Opções;176;Data inicial para verificação 10;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação”. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;177;Data final para verificação 10;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001088;COE001088 – Cesta de Opções;178;Período de captura do ativo subjacente para liquidação 10;Campo de preenchimento opcional. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”
COE001088;COE001088 – Cesta de Opções;179;Data para fixing 10;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA."
COE001088;COE001088 – Cesta de Opções;180;Data inicial para fixing 10;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”."
COE001088;COE001088 – Cesta de Opções;181;Data final para fixing 10;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil."
COE001088;COE001088 – Cesta de Opções;182;Tipo de fixing para vencimento 10;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas”. Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período. Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001088;COE001088 – Cesta de Opções;183;Operação de intermediação no mercado primário para COE A intermediação praticada no âmbito da B3 é a de uma negociação, de modo a auferir resultado relativamente às obrigações inerentes à operação, de ou de liquidez. Caracteriza-se como intermediação no mercado primário com uma de venda definitiva de títulos, efetuada pelo;Em Registro de Operação – Depósito e Compra/Venda Definitiva atividade em que um Participante atua entre as partes financeiro positivo ou nulo, sem a assunção, qualquer tipo de risco de crédito, de mercado a associação de uma operação de depósito participante Intermediador, identificado pela conta XXXXX. 69-X com liquidação financeira na modalidade Mul tilateral/Cetip e Bruta STR.
COE001088;COE001088 – Cesta de Opções;184;"COE Simplificado Motivos que tornam um COE simplificado: 1. COE com Entrega Física igual ""SIM""; 2. COE alterado depois de Depositado; consultar a seção Funcionalidade)";"COE Simplificado é o certificado que pelos motivos abaixo não é calculado automaticamente pela B3. 3. COE com Lookback, somente se for alterado o valor inicial do ativo -subjacente através da função “Atualização de PU”, pelo motivo “Valores Lookback”; 4. COE registrado com uma Figura não-calculada. 5. COE registrado com Funcionalidade que torna o COE simplificado (para mais detalhes,"
COE001088;COE001088 – Cesta de Opções;185;Transferência de IF sem Financeiro > Transferência de I.F Sem Financeiro > Solicitação. Funções TVM.;Através desta função, pode-se solicitar a transferência sem o financeiro do COE entre contas de diferentes instituições ou entre as contas de Clientes de uma mesma instituição A função está disponível no módulo de Títulos e Valores Mobiliários > Cadastramento de Operações Para maiores esclarecimentos, esta função encontra-se detalhada no Manual de Operações –
COE001088;COE001088 – Cesta de Opções;186;Ativos subjacentes;
COE001088;COE001088 – Cesta de Opções;187;A relação completa de ativos subjacentes disponíveis Esse arquivo pode ser acessado de duas formas:;para o COE pode ser encontrada no arquivo “AAAAMMDD_ Ativos_Subjacentes.txt”, que tem atualização diária. 1. Acesso via plataforma NoMe – Menu>Transfe. de Arquivo>Arquivo>Arquivos Públicos 2. Acesso via FTP - ftp://ftp.cetip.com.br/Public/
COE001088;COE001088 – Cesta de Opções;188;Para solicitar a análise da possibilidade de incluir para o e-mail para op.derivativosbalcao@b3.com.br .;um novo ativo nesta lista, basta enviar a demanda
COE001088;COE001088 – Cesta de Opções;189;Abaixo seguem mais informações sobre a utilização de;alguns ativos-subjacentes especiais. Qualquer dúvida quanto a sua utilização, favor contatar a B3 através do e-mail coe@b3.com.br.
COE001088;COE001088 – Cesta de Opções;190;Índices Proprietários;
COE001088;COE001088 – Cesta de Opções;191;É de responsabilidade do Emissor obter as ativo subjacente do COE do Emissor.;eventuais licenças e/ou autorizações exigidas pela entidade responsável pela apuração do índice proprietário para utilização, do referido índice, como
COE001088;COE001088 – Cesta de Opções;192;A metodologia utilizada para apuração do índice Emissor.;proprietário é de exclusiva responsabilidade do
COE001088;COE001088 – Cesta de Opções;193;Ativos exclusivos;
COE001088;COE001088 – Cesta de Opções;194;Os ativos subjacentes apresentados na tabela 1 com a Figura que tenha a mesma numeração. variáveis.;foram criados com o propósito meramente operacional (portanto, não há nenhuma captura). A utilização desses ativos deve ser feita somente Para as Figuras citadas, os ativos subjacentes específicos são indicados nos respectivos campos Tabela 1 – Ativos Exclusivos
COE001088;COE001088 – Cesta de Opções;195;Ativo Classe do Ativo Subjacente Subjacente;Valor Inicial do Ativo Figura Subjacente
COE001088;COE001088 – Cesta de Opções;196;ATIVOCOE39 ÍNDICES;10.000 39 - Call Spread + Put Spread
COE001088;COE001088 – Cesta de Opções;197;ATIVOCOE40 ÍNDICES;10.000 40 - Put Spread + Put Spread
COE001088;COE001088 – Cesta de Opções;198;ATIVOCOE45 ÍNDICES;10.000 45 – Troca de indexadores
